entrada,Pilha,Regra
)    ,[:EXPR_NUM_KR،:C_BRCKT،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=epsilon
sequence,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
sequence,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=epsilon
sequence,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=FCALL_OR_ATRIB ALL_ITER
sequence,[:FCALL_OR_ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB=ID_OR_VEC FCALL_OR_ATRIB_F
sequence,[:ID_OR_VEC،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
::   ,[:VEC_INDX،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=vec_in VEC_INDX_F
i    ,[:VEC_INDX_F،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX_F=INT_OR_ID
i    ,[:INT_OR_ID،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],INT_OR_ID=id
=    ,[:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB_F=ATRIB
=    ,[:ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ATRIB=opr_atr EXPR_NUM
sequence,[:EXPR_NUM،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM=EXPR_NUM_K EXPR_NUM_KR
sequence,[:EXPR_NUM_K،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_K=EXPR_NUM_G EXPR_NUM_KH
sequence,[:EXPR_NUM_G،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_G=ID_OR_VEC
sequence,[:ID_OR_VEC،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
::   ,[:VEC_INDX،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=vec_in VEC_INDX_F
m1   ,[:VEC_INDX_F،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX_F=INT_OR_ID
m1   ,[:INT_OR_ID،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],INT_OR_ID=id
+    ,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
+    ,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=opr_pm EXPR_NUM
sequence,[:EXPR_NUM،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM=EXPR_NUM_K EXPR_NUM_KR
sequence,[:EXPR_NUM_K،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_K=EXPR_NUM_G EXPR_NUM_KH
sequence,[:EXPR_NUM_G،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_G=ID_OR_VEC
sequence,[:ID_OR_VEC،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
::   ,[:VEC_INDX،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=vec_in VEC_INDX_F
m2   ,[:VEC_INDX_F،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX_F=INT_OR_ID
m2   ,[:INT_OR_ID،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],INT_OR_ID=id
print,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
print,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=epsilon
print,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=FCALL_OR_ATRIB ALL_ITER
print,[:FCALL_OR_ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB=ID_OR_VEC FCALL_OR_ATRIB_F
print,[:ID_OR_VEC،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
(    ,[:VEC_INDX،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=epsilon
(    ,[:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB_F=FN_CH
(    ,[:FN_CH،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_CH=o_brckt FN_CHP
.  ,[:FN_CHP،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_CHP=FN_PR c_brckt
.  ,[:FN_PR،:C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_PR=CT FN_PRE
.  ,[:CT،:FN_PRE،:C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],CT=ct_string
)    ,[:FN_PRE،:C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_PRE=epsilon
out  ,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=FCALL_OR_ATRIB ALL_ITER
out  ,[:FCALL_OR_ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB=ID_OR_VEC FCALL_OR_ATRIB_F
out  ,[:ID_OR_VEC،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
=    ,[:VEC_INDX،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=epsilon
=    ,[:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB_F=ATRIB
=    ,[:ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ATRIB=opr_atr EXPR_NUM
sequence,[:EXPR_NUM،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM=EXPR_NUM_K EXPR_NUM_KR
sequence,[:EXPR_NUM_K،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_K=EXPR_NUM_G EXPR_NUM_KH
sequence,[:EXPR_NUM_G،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_G=ID_OR_VEC
sequence,[:ID_OR_VEC،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
::   ,[:VEC_INDX،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=vec_in VEC_INDX_F
i    ,[:VEC_INDX_F،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX_F=INT_OR_ID
i    ,[:INT_OR_ID،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],INT_OR_ID=id
print,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
print,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=epsilon
print,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=FCALL_OR_ATRIB ALL_ITER
print,[:FCALL_OR_ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB=ID_OR_VEC FCALL_OR_ATRIB_F
print,[:ID_OR_VEC،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
(    ,[:VEC_INDX،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=epsilon
(    ,[:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB_F=FN_CH
(    ,[:FN_CH،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_CH=o_brckt FN_CHP
out  ,[:FN_CHP،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_CHP=FN_PR c_brckt
out  ,[:FN_PR،:C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_PR=id FN_PRE
)    ,[:FN_PRE،:C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FN_PRE=epsilon
i    ,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=FCALL_OR_ATRIB ALL_ITER
i    ,[:FCALL_OR_ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB=ID_OR_VEC FCALL_OR_ATRIB_F
i    ,[:ID_OR_VEC،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
=    ,[:VEC_INDX،:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=epsilon
=    ,[:FCALL_OR_ATRIB_F،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],FCALL_OR_ATRIB_F=ATRIB
=    ,[:ATRIB،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ATRIB=opr_atr EXPR_NUM
i    ,[:EXPR_NUM،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM=EXPR_NUM_K EXPR_NUM_KR
i    ,[:EXPR_NUM_K،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_K=EXPR_NUM_G EXPR_NUM_KH
i    ,[:EXPR_NUM_G،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_G=ID_OR_VEC
i    ,[:ID_OR_VEC،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ID_OR_VEC=id VEC_INDX
+    ,[:VEC_INDX،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],VEC_INDX=epsilon
+    ,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
+    ,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=opr_pm EXPR_NUM
1    ,[:EXPR_NUM،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM=EXPR_NUM_K EXPR_NUM_KR
1    ,[:EXPR_NUM_K،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_K=EXPR_NUM_G EXPR_NUM_KH
1    ,[:EXPR_NUM_G،:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_G=ct_int
}    ,[:EXPR_NUM_KH،:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KH=epsilon
}    ,[:EXPR_NUM_KR،:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],EXPR_NUM_KR=epsilon
}    ,[:ALL_ITER،:C_C_BRCKT،:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=epsilon
}    ,[:ALL_ITER،:C_C_BRCKT،:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=epsilon
}    ,[:ITER_IF_R،:ALL_ITER،:C_C_BRCKT،:S],ITER_IF_R=epsilon
}    ,[:ALL_ITER،:C_C_BRCKT،:S],ALL_ITER=epsilon
\eof ,[:S],S=epsilon
\eof ,[],---
